id,web_name,element_type,form,now_cost,points_per_game,team,status,chance_of_playing_next_round,selected_by_percent,ict_index,influence,creativity,threat,expected_goals,expected_assists,expected_goal_involvements,minutes,bps,event_points,fdr_avg,fixture_count,gw
47,Kamara,3,2.0,5.0,2.0,2,a,100.0,0.4,1.4,11.2,2.8,0.0,0.0,0.0,0.0,90,9,2,4.0,1,2
48,Onana,3,0.0,5.0,0.0,2,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
49,Iling Jr,3,0.0,5.0,0.0,2,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
50,Burrowes,3,0.0,4.5,0.0,2,a,100.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
51,George Hemmings,3,2.0,4.5,2.0,2,a,100.0,0.7,2.4,10.6,11.6,2.0,0.0,0.0,0.0,90,12,2,4.0,1,2
52,Alysson,3,1.0,5.0,1.0,2,a,100.0,0.0,0.4,4.0,0.0,0.0,0.0,0.0,0.0,8,5,1,4.0,1,2
53,Manzambi,3,0.0,6.0,0.0,2,i,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
54,Gomes,3,-2.0,5.5,-2.0,2,s,0.0,0.1,1.2,1.0,11.0,0.0,0.0,0.01,0.01,39,-2,-2,4.0,1,2
55,Watkins,4,0.0,8.0,0.0,2,a,100.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
56,Abraham,4,0.0,5.5,0.0,2,d,75.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
160,Garnacho,3,1.0,6.0,1.0,2,a,100.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,4.0,1,2
582,Madjo,4,0.0,5.5,0.0,2,i,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
596,Ruggeri,2,1.0,4.5,1.0,2,a,100.0,0.1,0.4,4.0,0.0,0.0,0.0,0.0,0.0,8,3,1,4.0,1,2
597,Suzuki,1,0.0,5.0,0.0,2,a,100.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
606,Rowe,2,0.0,4.0,0.0,2,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
607,Lynch,3,0.0,4.5,0.0,2,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
611,Wan-Bissaka,2,0.0,4.5,0.0,2,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
57,Petrović,1,2.0,4.5,2.0,3,a,100.0,3.3,3.7,36.8,0.0,0.0,0.0,0.0,0.0,90,13,2,3.0,1,2
58,Forster,1,0.0,4.0,0.0,3,a,100.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,2
59,Dennis,1,0.0,4.0,0.0,3,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,2
60,Hill,2,1.0,5.5,1.0,3,a,100.0,0.9,1.2,11.6,0.3,0.0,0.0,0.0,0.0,90,0,1,3.0,1,2
61,Truffert,2,1.0,5.5,1.0,3,a,100.0,4.3,1.7,15.4,1.3,0.0,0.0,0.0,0.0,90,0,1,3.0,1,2
62,Diakité,2,0.0,5.0,0.0,3,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,2
63,Milosavljević,2,0.0,5.0,0.0,3,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,2
64,Smith,2,1.0,4.5,1.0,3,a,100.0,0.1,0.8,7.0,0.6,0.0,0.0,0.0,0.0,90,4,1,3.0,1,2
65,J.Araujo,2,0.0,4.5,0.0,3,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,2
66,Soler,2,0.0,4.0,0.0,3,d,75.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,2
67,Rayan,3,2.0,6.5,2.0,3,a,100.0,2.8,3.5,6.2,11.3,17.0,0.04,0.03,0.07,88,9,2,3.0,1,2
68,Tavernier,3,10.0,6.0,10.0,3,a,100.0,2.1,7.5,40.0,17.2,18.0,0.4,0.08,0.48,90,32,10,3.0,1,2
69,Scott,3,2.0,6.0,2.0,3,a,100.0,1.5,1.6,11.4,4.8,0.0,0.0,0.01,0.01,90,17,2,3.0,1,2
70,Kluivert,3,3.0,6.0,3.0,3,a,100.0,1.2,4.2,11.0,14.3,17.0,0.11,0.0,0.11,74,15,3,3.0,1,2
71,Cook,3,3.0,5.0,3.0,3,a,100.0,0.2,0.7,4.6,2.1,0.0,0.0,0.0,0.0,75,8,3,3.0,1,2
72,Gannon-Doak,3,1.0,5.0,1.0,3,a,100.0,0.1,0.2,0.2,0.1,2.0,0.0,0.0,0.0,1,3,1,3.0,1,2
73,Adams,3,1.0,5.0,1.0,3,a,100.0,0.2,0.4,3.6,0.6,0.0,0.0,0.0,0.0,15,4,1,3.0,1,2
74,Brooks,3,0.0,5.0,0.0,3,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,2
75,Christie,3,0.0,5.0,0.0,3,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,2
76,Tóth.A,3,1.0,5.0,1.0,3,a,100.0,0.0,0.3,2.8,0.6,0.0,0.0,0.0,0.0,15,5,1,3.0,1,2
77,Adli,3,0.0,5.0,0.0,3,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,2
78,Kroupi.Jr,3,0.0,7.5,0.0,3,i,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,2
79,Evanilson,4,4.0,6.0,4.0,3,a,100.0,2.7,3.3,19.4,11.9,2.0,0.0,0.21,0.21,74,17,4,3.0,1,2
80,Enes Ünal,4,0.0,5.5,0.0,3,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,2
81,Rodríguez,4,0.0,6.0,0.0,3,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,2
566,Silva,2,2.0,5.0,2.0,3,a,100.0,0.3,3.2,31.4,0.3,0.0,0.0,0.0,0.0,90,5,2,3.0,1,2
573,Sanchez,2,0.0,4.5,0.0,3,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,2
608,Jebbison,4,1.0,5.0,1.0,3,a,100.0,0.0,2.1,3.4,0.8,17.0,0.1,0.0,0.1,15,6,1,3.0,1,2
82,Kelleher,1,7.0,5.0,7.0,4,a,100.0,6.3,3.1,31.4,0.0,0.0,0.0,0.01,0.01,90,34,7,3.0,1,2
83,Valdimarsson,1,0.0,4.5,0.0,4,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,2
84,Collins,2,6.0,5.5,6.0,4,a,100.0,2.0,5.0,11.6,21.5,17.0,0.34,0.04,0.38,90,21,6,3.0,1,2
85,Van den Berg,2,0.0,5.0,0.0,4,i,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,2
86,Lewis-Potter,3,10.0,5.5,10.0,4,a,100.0,0.8,8.2,47.2,15.9,19.0,0.77,0.12,0.89,90,37,10,3.0,1,2
87,Ajer,2,8.0,4.5,8.0,4,a,100.0,3.8,5.6,20.0,0.9,35.0,0.11,0.02,0.13,90,29,8,3.0,1,2
88,Kayode,2,13.0,4.5,13.0,4,a,100.0,6.2,8.1,33.8,1.5,46.0,0.5,0.0,0.5,75,36,13,3.0,1,2
89,Henry,2,0.0,4.5,0.0,4,a,100.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,2
90,Hickey,2,1.0,4.5,1.0,4,a,100.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,14,2,1,3.0,1,2
91,Pinnock,2,0.0,4.5,0.0,4,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,2
92,Ji-soo,2,0.0,4.5,0.0,4,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,2
93,Schuster,2,0.0,4.5,0.0,4,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,2
94,Schade,3,3.0,6.0,3.0,4,a,100.0,3.5,8.5,14.4,11.8,59.0,0.52,0.01,0.53,90,17,3,3.0,1,2
95,O.Dango,3,3.0,6.5,3.0,4,a,100.0,1.2,4.7,1.0,30.8,15.0,0.05,0.29,0.34,66,6,3,3.0,1,2
96,Damsgaard,3,1.0,5.5,1.0,4,a,100.0,0.6,3.4,7.6,26.3,0.0,0.0,0.11,0.11,14,6,1,3.0,1,2
97,Jensen,3,6.0,5.5,6.0,4,a,100.0,0.2,7.2,12.6,46.2,13.0,0.08,0.34,0.42,66,22,6,3.0,1,2
98,Janelt,3,9.0,5.0,9.0,4,a,100.0,0.3,11.6,53.2,38.8,24.0,0.39,0.17,0.56,90,35,9,3.0,1,2
99,Milambo,3,0.0,5.0,0.0,4,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,2
100,Carvalho,3,0.0,5.0,0.0,4,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,2
102,Yarmoliuk,3,1.0,5.0,1.0,4,a,100.0,1.2,0.6,2.2,0.8,3.0,0.04,0.0,0.04,23,7,1,3.0,1,2
103,Dasilva,3,0.0,5.0,0.0,4,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,2
105,Anthony,3,1.0,6.0,1.0,4,a,100.0,0.2,4.7,10.6,34.9,1.0,0.03,0.35,0.38,23,9,1,3.0,1,2
106,Thiago,4,0.0,8.0,0.0,4,a,100.0,17.0,1.4,2.2,4.0,8.0,1.0,0.08,1.08,82,-3,0,3.0,1,2
107,Furo,4,0.0,4.5,0.0,4,a,100.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,2
108,Wilson,4,1.0,5.5,1.0,4,a,100.0,0.4,1.8,2.2,10.3,5.0,0.03,0.04,0.07,7,4,1,3.0,1,2
565,M.Sangaré,3,14.0,5.6,14.0,4,a,100.0,6.8,7.4,31.6,21.8,21.0,0.05,0.33,0.38,75,41,14,3.0,1,2
109,Verbruggen,1,6.0,4.5,6.0,5,a,100.0,21.6,0.7,6.6,0.0,0.0,0.0,0.0,0.0,90,25,6,4.0,1,2
111,Steele,1,0.0,4.0,0.0,5,a,100.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
113,F.Kadıoğlu,2,0.0,4.5,0.0,5,d,75.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
114,Boscagli,2,6.0,4.5,6.0,5,a,100.0,0.3,2.9,15.2,7.3,6.0,0.0,0.04,0.04,90,29,6,4.0,1,2
115,De Cuyper,2,17.0,4.6,17.0,5,a,100.0,6.1,12.9,40.6,45.3,43.0,1.47,0.21,1.68,77,46,17,4.0,1,2
116,Dunk,2,6.0,4.5,6.0,5,a,100.0,1.1,2.0,13.4,6.4,0.0,0.0,0.04,0.04,90,24,6,4.0,1,2
117,Coppola,2,0.0,4.5,0.0,5,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
118,Igor,2,0.0,4.5,0.0,5,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
119,Costinha,2,1.0,4.5,1.0,5,a,100.0,0.0,2.8,8.2,1.9,18.0,0.12,0.0,0.12,26,7,1,4.0,1,2
120,Svoboda,2,0.0,5.0,0.0,5,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
121,Mitoma,3,0.0,6.0,0.0,5,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
122,Minteh,3,0.0,6.0,0.0,5,i,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
123,Hinshelwood,3,16.0,6.0,16.0,5,a,100.0,2.0,14.5,72.8,13.4,59.0,1.41,0.02,1.43,63,54,16,4.0,1,2
124,Groß,3,2.0,5.5,2.0,5,a,100.0,13.4,8.6,21.0,56.9,8.0,0.0,0.27,0.27,90,18,2,4.0,1,2
125,Georginio,4,5.0,5.5,5.0,5,a,100.0,1.1,4.6,19.8,11.4,15.0,0.08,0.44,0.52,90,22,5,4.0,1,2
126,O'Riley,3,0.0,5.5,0.0,5,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
127,Gomez,3,6.0,5.0,6.0,5,a,100.0,3.8,9.9,33.0,25.1,41.0,0.18,0.48,0.66,85,27,6,4.0,1,2
128,Buonanotte,3,0.0,5.0,0.0,5,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
129,Ayari,3,2.0,5.5,2.0,5,a,100.0,0.7,1.7,0.0,15.0,6.0,0.11,0.03,0.14,63,8,2,4.0,1,2
130,Wieffer,2,7.0,5.0,7.0,5,a,100.0,0.4,4.9,16.6,26.3,6.0,0.09,0.05,0.14,77,32,7,4.0,1,2
131,Baleba,3,0.0,5.0,0.0,5,i,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
132,Howell,3,0.0,4.5,0.0,5,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
133,Watson,3,0.0,5.0,0.0,5,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
134,Oriola,3,0.0,4.5,0.0,5,a,100.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
135,Yohanna,3,1.0,5.0,1.0,5,a,100.0,0.1,0.2,0.2,1.3,0.0,0.0,0.03,0.03,12,3,1,4.0,1,2
137,Tzimas,4,0.0,5.5,0.0,5,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
138,Kostoulas,4,1.0,5.5,1.0,5,a,100.0,0.2,0.9,0.0,0.4,10.0,0.18,0.0,0.18,26,-1,1,4.0,1,2
139,Ferguson,4,0.0,5.0,0.0,5,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
328,Struijk,2,0.0,5.0,0.0,5,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
504,Vuskovic,2,6.0,5.0,6.0,5,a,100.0,2.5,2.9,12.4,4.5,12.0,0.13,0.03,0.16,90,19,6,4.0,1,2
594,David,4,0.0,6.0,0.0,5,a,100.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,2
600,Osman,3,1.0,5.0,1.0,5,a,100.0,0.0,2.4,4.2,15.4,4.0,0.0,0.05,0.05,12,7,1,4.0,1,2
605,Yalcouyé,3,1.0,4.5,1.0,5,a,100.0,0.1,0.3,0.6,2.7,0.0,0.0,0.01,0.01,4,3,1,4.0,1,2
40,Rogers,3,8.0,7.5,8.0,6,a,100.0,25.6,13.1,48.8,53.5,29.0,0.96,0.1,1.06,81,37,8,2.0,1,2
101,Henderson,3,0.0,5.0,0.0,6,d,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,2
136,Welbeck,4,0.0,6.0,0.0,6,a,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,2
140,Sánchez,1,2.0,5.0,2.0,6,a,100.0,2.4,2.1,21.4,0.0,0.0,0.0,0.01,0.01,90,6,2,2.0,1,2
141,Jörgensen,1,0.0,5.0,0.0,6,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,2
142,James,2,0.0,5.5,0.0,6,a,100.0,10.1,5.9,23.4,16.8,19.0,0.1,0.07,0.17,90,5,0,2.0,1,2
143,Chalobah,2,0.0,5.5,0.0,6,u,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,2
144,Gusto,2,1.0,5.0,1.0,6,a,100.0,1.2,2.3,7.2,9.8,6.0,0.0,0.03,0.03,75,2,1,2.0,1,2
145,Fofana,2,0.0,5.0,0.0,6,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,2
146,B.Badiashile,2,0.0,4.5,0.0,6,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,2
147,Tosin,2,0.0,4.5,0.0,6,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,2
148,Hato,2,1.0,4.5,1.0,6,a,100.0,0.5,3.2,8.4,12.3,11.0,0.01,0.03,0.04,64,5,1,2.0,1,2
149,Colwill,2,0.0,5.0,0.0,6,a,100.0,1.6,1.5,6.0,1.6,7.0,0.01,0.03,0.04,90,6,0,2.0,1,2
150,M.Sarr,2,0.0,4.5,0.0,6,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,2
151,Acheampong,2,3.0,4.5,3.0,6,a,100.0,0.3,3.7,33.2,2.2,2.0,0.0,0.01,0.01,90,13,3,2.0,1,2
152,Palestra,2,0.0,5.5,0.0,6,d,75.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,2
153,Disasi,2,0.0,4.5,0.0,6,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,2
154,Palmer,3,13.0,9.5,13.0,6,a,100.0,13.4,16.1,65.2,41.3,54.0,0.28,0.19,0.47,82,60,13,2.0,1,2
155,Enzo,3,1.0,7.0,1.0,6,a,100.0,4.8,1.5,3.4,12.0,0.0,0.0,0.02,0.02,25,6,1,2.0,1,2
156,Neto,3,1.0,6.5,1.0,6,a,100.0,1.3,1.3,5.2,4.1,4.0,0.03,0.07,0.1,14,9,1,2.0,1,2
157,Estêvão,3,1.0,6.5,1.0,6,a,100.0,1.2,0.1,0.2,0.4,0.0,0.0,0.0,0.0,7,3,1,2.0,1,2
158,Gittens,3,0.0,6.0,0.0,6,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,2
159,Caicedo,3,0.0,5.5,0.0,6,d,75.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,2
161,Lavia,3,1.0,5.0,1.0,6,a,100.0,0.1,6.9,13.6,21.9,33.0,0.21,0.03,0.24,64,8,1,2.0,1,2
163,D.Essugo,3,0.0,4.5,0.0,6,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,2
164,Quenda,3,1.0,5.5,1.0,6,a,100.0,0.0,0.4,1.2,0.3,2.0,0.0,0.0,0.0,8,2,1,2.0,1,2
165,João Pedro,4,11.0,7.5,11.0,6,a,100.0,66.3,11.1,51.2,23.0,37.0,0.63,0.06,0.69,90,45,11,2.0,1,2
166,N.Jackson,4,0.0,6.5,0.0,6,a,100.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,2
167,Delap,4,0.0,5.5,0.0,6,a,100.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,2
168,Marc Guiu,4,0.0,5.0,0.0,6,a,100.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,2
169,Mheuka,4,0.0,4.5,0.0,6,a,100.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,2
170,Emegha,4,0.0,5.0,0.0,6,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,2
200,Lacroix,2,6.0,6.0,6.0,6,a,100.0,9.4,5.7,44.2,11.2,2.0,0.0,0.2,0.2,90,25,6,2.0,1,2
