id,web_name,element_type,form,now_cost,points_per_game,team,status,chance_of_playing_next_round,selected_by_percent,ict_index,influence,creativity,threat,expected_goals,expected_assists,expected_goal_involvements,minutes,bps,event_points,fdr_avg,fixture_count,gw
159,Caicedo,3,0.2,5.3,1.0,6,d,50.0,1.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,13,3,0,3.0,1,5
161,Lavia,3,2.8,5.0,2.8,6,a,100.0,0.2,16.1,65.8,29.1,66.0,0.75,0.11,0.86,258,61,2,3.0,1,5
163,D.Essugo,3,0.0,4.5,0.0,6,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
164,Quenda,3,0.2,5.3,1.0,6,a,100.0,0.0,0.4,1.2,0.3,2.0,0.0,0.0,0.0,8,2,0,3.0,1,5
165,João Pedro,4,8.2,7.8,8.2,6,d,75.0,71.3,37.0,158.4,90.0,123.0,2.17,0.19,2.36,360,141,12,3.0,1,5
168,Marc Guiu,4,0.0,5.0,0.0,6,u,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
169,Mheuka,4,0.0,4.5,0.0,6,a,100.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
170,Emegha,4,0.0,5.0,0.0,6,i,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
200,Lacroix,2,2.5,6.0,2.5,6,a,100.0,7.1,10.9,86.8,12.6,10.0,0.02,0.21,0.23,274,29,1,3.0,1,5
560,Penders,1,0.0,4.4,0.0,6,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
561,Anselmino,2,0.0,4.5,0.0,6,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
568,Barco,3,0.2,5.4,0.5,6,a,100.0,0.1,0.9,1.6,2.9,6.0,0.04,0.09,0.13,29,8,0,3.0,1,5
583,Chavarria,2,1.0,4.9,1.0,6,a,100.0,0.1,2.6,13.2,4.2,8.0,0.0,0.03,0.03,118,10,1,3.0,1,5
91,Pinnock,2,1.5,4.5,2.0,7,a,100.0,0.1,5.2,40.0,1.4,10.0,0.12,0.0,0.12,192,-9,2,3.0,1,5
104,Onyeka,3,1.5,4.9,2.0,7,a,100.0,0.1,3.4,10.2,2.9,21.0,0.03,0.02,0.05,224,24,2,3.0,1,5
110,Rushworth,1,1.2,4.5,1.2,7,a,100.0,0.8,6.2,61.6,0.0,0.0,0.0,0.02,0.02,360,18,0,3.0,1,5
171,Dovin,1,0.0,4.0,0.0,7,u,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
172,Wilson,1,0.0,4.4,0.0,7,a,100.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
173,Thomas,2,3.8,4.0,3.8,7,a,100.0,8.7,14.8,67.6,33.1,48.0,0.43,0.26,0.69,347,41,0,3.0,1,5
174,Kitching,2,0.0,4.0,0.0,7,u,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
175,van Ewijk,2,1.5,4.0,1.5,7,a,100.0,9.7,12.8,61.6,52.7,14.0,0.0,0.3,0.3,360,7,0,3.0,1,5
176,Dasilva,2,1.2,4.0,1.2,7,a,100.0,0.7,13.4,63.6,52.0,17.0,0.18,0.48,0.66,354,14,0,3.0,1,5
177,Kesler-Hayden,2,0.0,4.0,0.0,7,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
178,Bidwell,2,0.0,4.0,0.0,7,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
179,Latibeaudiere,2,0.0,4.0,0.0,7,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
180,Woolfenden,2,0.0,4.0,0.0,7,i,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
181,Brau,2,0.0,4.0,0.0,7,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
182,Amenda,2,1.0,4.0,1.0,7,d,25.0,0.7,9.4,62.8,14.5,15.0,0.02,0.39,0.41,360,-3,0,3.0,1,5
183,Rudoni,3,2.0,4.9,2.0,7,a,100.0,0.1,23.2,37.6,115.5,79.0,0.83,0.91,1.74,224,35,2,3.0,1,5
184,Grimes,3,2.0,4.9,2.0,7,a,100.0,0.1,8.9,51.8,32.7,5.0,0.1,0.07,0.17,353,45,2,3.0,1,5
185,Sakamoto,3,0.2,4.8,1.0,7,a,100.0,0.1,1.9,6.2,5.9,7.0,0.02,0.02,0.04,31,8,0,3.0,1,5
186,Mason-Clark,3,1.0,5.4,1.3,7,a,100.0,0.1,7.2,10.2,17.8,46.0,0.49,0.07,0.56,186,13,1,3.0,1,5
187,Eccles,3,0.0,4.9,0.0,7,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
188,Torp,3,0.8,5.4,1.0,7,a,100.0,0.1,2.7,7.2,20.4,0.0,0.0,0.12,0.12,53,13,1,3.0,1,5
189,Shepherd,3,0.0,4.4,0.0,7,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
190,Tchaouna,3,1.0,5.4,1.3,7,a,100.0,0.1,9.6,17.0,49.3,29.0,0.19,0.18,0.37,166,27,0,3.0,1,5
191,Borges Rodrigues,3,0.0,4.5,0.0,7,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
192,Andrews,3,0.0,4.5,0.0,7,u,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
193,Wright,4,0.0,5.4,0.0,7,i,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
194,Thomas-Asante,4,1.2,5.0,1.2,7,a,100.0,0.8,4.9,14.0,3.9,30.0,0.21,0.05,0.26,137,27,1,3.0,1,5
195,Simms,4,0.8,5.0,1.5,7,a,100.0,0.7,6.7,7.6,22.3,37.0,0.3,0.01,0.31,88,10,0,3.0,1,5
196,Markelo,4,0.0,5.0,0.0,7,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
197,Bassette,4,0.0,4.5,0.0,7,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
492,Awoniyi,4,0.8,5.5,0.8,7,s,0.0,0.5,13.6,13.6,46.2,78.0,1.3,0.04,1.34,232,11,-2,3.0,1,5
575,Yirenkyi,3,1.5,4.9,1.5,7,a,100.0,0.2,4.3,10.4,29.9,7.0,0.03,0.14,0.17,175,26,1,3.0,1,5
584,Hamer,3,0.8,5.4,1.0,7,a,100.0,0.1,0.3,0.6,1.8,0.0,0.0,0.02,0.02,32,6,0,3.0,1,5
599,Cherif,4,0.2,5.0,1.0,7,a,100.0,0.1,0.1,1.0,0.2,0.0,0.0,0.0,0.0,30,3,1,3.0,1,5
623,Bentley,1,0.0,4.0,0.0,7,a,100.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
655,Gboho,3,0.0,5.5,0.0,7,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
656,Mfuni,2,0.0,4.0,0.0,7,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
42,Guessand,3,0.5,5.4,1.0,8,a,100.0,0.0,1.5,5.4,2.1,7.0,0.03,0.03,0.06,54,6,0,3.0,1,5
153,Disasi,2,0.2,4.5,0.3,8,s,0.0,0.1,5.0,34.8,13.4,2.0,0.0,0.04,0.04,139,-6,-3,3.0,1,5
198,Henderson,1,1.2,5.0,1.7,8,i,0.0,1.5,9.6,96.8,0.0,0.0,0.0,0.0,0.0,270,37,0,3.0,1,5
199,Benitez,1,0.5,4.5,2.0,8,a,100.0,0.1,1.9,18.8,0.0,0.0,0.0,0.0,0.0,90,3,2,3.0,1,5
202,Richards,2,1.5,5.0,1.5,8,a,100.0,0.6,13.9,108.8,7.2,24.0,0.08,0.06,0.14,360,19,2,3.0,1,5
203,Canvot,2,0.5,4.9,0.7,8,a,100.0,0.2,7.6,63.2,8.1,5.0,0.05,0.01,0.06,270,12,0,3.0,1,5
204,Mitchell,2,4.2,4.5,4.2,8,a,100.0,6.1,22.9,109.0,64.2,56.0,0.77,0.24,1.01,329,38,1,3.0,1,5
205,Sosa,2,0.0,4.5,0.0,8,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
206,Chadi Riad,2,0.2,4.4,1.0,8,i,0.0,0.0,1.4,12.6,1.3,0.0,0.0,0.01,0.01,72,7,0,3.0,1,5
207,Mingueza,2,0.5,4.4,1.0,8,a,100.0,0.1,0.3,3.2,0.4,0.0,0.0,0.0,0.0,16,5,0,3.0,1,5
208,Sarr,3,0.0,6.2,0.0,8,a,100.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
210,Wharton,3,2.5,5.5,2.5,8,a,100.0,0.8,12.9,53.0,70.2,5.0,0.08,0.36,0.44,346,64,2,3.0,1,5
211,Yeremy,3,3.0,5.5,3.0,8,a,100.0,0.4,13.0,20.8,85.8,23.0,0.36,0.4,0.76,226,60,1,3.0,1,5
212,Hughes,3,0.5,4.4,1.0,8,a,100.0,7.9,2.4,8.0,15.3,0.0,0.0,0.04,0.04,29,9,1,3.0,1,5
213,Lerma,3,0.2,4.9,1.0,8,a,100.0,0.1,0.3,2.2,0.3,0.0,0.0,0.0,0.0,6,3,1,3.0,1,5
214,Kamada,3,4.5,5.0,4.5,8,a,100.0,0.5,18.6,93.8,77.2,15.0,0.05,0.35,0.4,351,97,8,3.0,1,5
215,Devenny,3,0.0,5.0,0.0,8,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
216,Esse,3,0.0,5.0,0.0,8,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
217,M.França,3,0.0,4.9,0.0,8,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
218,Doucouré,3,0.0,4.9,0.0,8,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
219,J.Rak-Sakyi,3,0.0,4.9,0.0,8,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
220,Cardines,2,0.0,4.5,0.0,8,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
221,Drakes-Thomas,3,0.0,4.5,0.0,8,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
222,Strand Larsen,4,3.0,6.0,3.0,8,a,100.0,0.6,12.0,49.4,17.4,52.0,0.39,0.03,0.42,217,59,8,3.0,1,5
223,Mateta,4,0.5,6.3,2.0,8,i,0.0,1.4,2.5,1.4,12.3,11.0,0.7,0.02,0.72,62,-3,0,3.0,1,5
224,Nketiah,4,1.8,5.5,2.3,8,a,100.0,0.5,13.0,34.2,45.8,50.0,1.1,0.58,1.68,167,36,0,3.0,1,5
225,Uche,4,0.0,5.0,0.0,8,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
241,McNeil,3,0.8,5.4,1.5,8,a,100.0,0.1,1.7,10.0,5.0,2.0,0.05,0.02,0.07,84,13,0,3.0,1,5
555,Matthews,1,0.0,4.0,0.0,8,a,100.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
577,Tomiyasu,2,0.5,4.4,0.7,8,a,100.0,0.3,3.7,25.2,5.0,6.0,0.0,0.02,0.02,144,6,0,3.0,1,5
588,Khalaili,2,3.2,5.0,3.2,8,a,100.0,0.3,20.5,112.4,46.3,46.0,0.96,0.31,1.27,289,31,7,3.0,1,5
595,Gozo,3,0.5,5.0,1.0,8,a,100.0,0.0,0.3,1.4,1.6,0.0,0.0,0.0,0.0,28,6,1,3.0,1,5
633,Ahanor,2,1.5,4.5,3.0,8,a,100.0,0.0,4.1,24.6,11.9,4.0,0.0,0.01,0.01,90,10,3,3.0,1,5
643,Chilwell,2,4.0,4.5,4.0,8,a,100.0,0.5,5.9,33.4,4.2,21.0,0.27,0.01,0.28,29,21,1,3.0,1,5
644,Timber,3,3.0,5.0,3.0,8,a,100.0,0.0,6.2,29.4,5.1,28.0,0.12,0.03,0.15,163,32,4,3.0,1,5
647,Osorio,3,0.5,5.5,1.0,8,a,100.0,0.0,0.2,2.0,0.3,0.0,0.0,0.0,0.0,1,2,0,3.0,1,5
21,Nørgaard,3,0.0,4.9,0.0,9,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
209,Johnson,3,1.5,5.9,1.5,9,a,100.0,0.1,9.0,23.0,52.2,15.0,0.21,0.22,0.43,173,20,3,2.0,1,5
226,Pickford,1,4.2,5.5,4.2,9,a,100.0,9.1,8.5,84.2,0.0,0.0,0.0,0.02,0.02,360,87,6,2.0,1,5
227,Travers,1,0.0,5.0,0.0,9,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
228,King,1,0.0,4.5,0.0,9,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
229,Tarkowski,2,7.2,6.1,7.2,9,a,100.0,14.1,15.7,113.6,14.9,29.0,0.17,0.03,0.2,360,95,8,2.0,1,5
230,Branthwaite,2,4.8,5.5,4.8,9,a,100.0,2.2,19.1,112.8,6.3,73.0,0.17,0.02,0.19,360,70,6,2.0,1,5
231,Keane,2,0.0,4.8,0.0,9,a,100.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
232,O'Brien,2,0.2,4.9,1.0,9,a,100.0,0.3,0.1,1.0,0.0,0.0,0.0,0.0,0.0,15,2,1,2.0,1,5
233,Mykolenko,2,5.5,4.5,5.5,9,a,100.0,3.6,12.2,86.8,28.6,6.0,0.0,0.14,0.14,360,80,11,2.0,1,5
234,Patterson,2,0.0,4.5,0.0,9,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
235,Aznou,2,0.0,4.0,0.0,9,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
236,Dewsbury-Hall,3,4.2,6.5,4.2,9,a,100.0,5.9,32.8,101.2,129.6,97.0,0.62,0.49,1.11,360,100,2,2.0,1,5
238,Grealish,3,0.8,6.5,1.0,9,a,100.0,0.4,3.7,10.4,14.1,12.0,0.02,0.14,0.16,57,14,1,2.0,1,5
239,Garner,3,2.0,6.0,2.0,9,a,100.0,0.2,10.1,41.4,49.1,9.0,0.04,0.13,0.17,238,57,4,2.0,1,5
242,George,3,4.5,5.5,4.5,9,a,100.0,0.9,22.0,63.6,85.4,71.0,0.32,0.31,0.63,298,73,3,2.0,1,5
243,Alcaraz,3,0.2,4.9,0.5,9,a,100.0,0.1,2.7,5.0,0.8,25.0,0.05,0.02,0.07,5,5,0,2.0,1,5
244,Armstrong,3,3.5,5.0,3.5,9,d,75.0,0.4,11.2,57.6,38.2,15.0,0.09,0.12,0.21,356,48,3,2.0,1,5
245,Dibling,3,0.0,5.4,0.0,9,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
246,Röhl,3,1.5,4.9,2.0,9,d,75.0,0.0,6.1,26.6,32.1,2.0,0.0,0.2,0.2,249,35,0,2.0,1,5
247,Hackney,3,2.2,5.5,2.2,9,a,100.0,0.2,11.1,40.2,49.9,21.0,0.05,0.13,0.18,136,36,1,2.0,1,5
248,Beto,4,0.5,5.4,1.0,9,u,0.0,0.7,0.8,3.0,0.3,5.0,0.09,0.0,0.09,31,5,0,2.0,1,5
249,Barry,4,3.5,5.6,3.5,9,a,100.0,7.3,29.1,51.4,59.7,180.0,2.98,0.14,3.12,327,55,2,2.0,1,5
649,Maitland-Niles,2,6.5,4.5,6.5,9,a,100.0,0.9,6.4,43.4,12.8,8.0,0.06,0.14,0.2,87,36,6,2.0,1,5
654,Graham,3,0.0,4.5,0.0,9,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
250,Leno,1,3.8,4.5,3.8,10,a,100.0,3.1,9.3,93.0,0.0,0.0,0.0,0.0,0.0,360,59,9,4.0,1,5
251,Lecomte,1,0.0,4.0,0.0,10,a,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,5
252,McNally,1,0.0,4.0,0.0,10,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,5
253,Andersen,2,0.5,5.0,1.0,10,a,100.0,0.1,8.6,42.2,35.8,8.0,0.0,0.1,0.1,180,12,0,4.0,1,5
254,Robinson,2,2.5,4.5,2.5,10,a,100.0,1.4,15.8,63.6,76.7,18.0,0.26,0.21,0.47,339,46,6,4.0,1,5
255,J.Cuenca,2,0.8,4.5,3.0,10,a,100.0,0.0,5.4,32.8,21.3,0.0,0.0,0.03,0.03,90,7,0,4.0,1,5
256,Tete,2,0.0,4.4,0.0,10,a,100.0,0.2,0.4,1.6,0.3,2.0,0.0,0.0,0.0,27,-1,0,4.0,1,5
257,Bassey,2,2.2,4.5,2.2,10,a,100.0,0.7,10.7,70.4,13.5,23.0,0.07,0.07,0.14,360,43,6,4.0,1,5
258,Castagne,2,4.8,4.5,4.8,10,a,100.0,0.8,17.8,69.8,53.4,55.0,0.67,0.38,1.05,318,61,6,4.0,1,5
261,Iwobi,3,2.2,5.4,2.2,10,a,100.0,0.7,16.7,39.6,104.2,23.0,0.2,0.81,1.01,338,67,3,4.0,1,5
262,Smith Rowe,3,0.8,5.4,1.0,10,a,100.0,0.2,4.0,6.6,23.8,9.0,0.06,0.02,0.08,38,11,1,4.0,1,5
263,Kevin,3,0.8,5.3,1.0,10,a,100.0,0.0,1.3,5.4,6.7,1.0,0.03,0.12,0.15,42,8,1,4.0,1,5
264,Bobb,3,2.5,5.5,2.5,10,a,100.0,0.3,22.2,38.0,115.0,69.0,0.32,1.05,1.37,273,47,3,4.0,1,5
265,Berge,3,2.0,4.9,2.0,10,a,100.0,0.3,12.2,41.4,65.6,15.0,0.03,0.34,0.37,273,51,3,4.0,1,5
266,Cairney,3,0.0,4.9,0.0,10,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,5
268,King,3,5.5,5.5,5.5,10,a,100.0,1.8,30.2,108.2,60.4,133.0,1.16,0.43,1.59,346,99,3,4.0,1,5
269,Sessegnon,2,0.8,4.4,1.0,10,d,75.0,0.3,7.5,17.2,26.3,31.0,0.13,0.44,0.57,50,13,0,4.0,1,5
270,Reed,3,0.0,4.4,0.0,10,a,100.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,5
271,Muniz,4,0.8,5.4,1.0,10,a,100.0,0.4,6.9,11.2,21.9,36.0,0.4,0.0,0.4,28,15,1,4.0,1,5
272,Kusi-Asare,4,0.0,4.5,0.0,10,a,100.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,5
569,Gonzalo,4,3.0,6.0,3.0,10,a,100.0,3.6,19.8,53.0,32.0,113.0,1.64,0.25,1.89,346,50,2,4.0,1,5
570,Palacios,3,2.8,5.4,3.7,10,a,100.0,0.2,12.4,39.6,22.3,62.0,0.98,0.03,1.01,207,43,0,4.0,1,5
580,Charles,3,2.2,5.0,2.2,10,a,100.0,0.1,10.2,45.4,42.7,14.0,0.09,0.14,0.23,213,44,5,4.0,1,5
610,De Fougerolles,2,0.0,4.0,0.0,10,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,5
626,Zepa,3,0.0,4.5,0.0,10,a,100.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,5
635,Larsson,3,1.0,5.0,1.0,10,a,100.0,0.0,1.5,3.6,1.8,9.0,0.13,0.23,0.36,24,6,1,4.0,1,5
636,Ángel,3,0.0,5.0,0.0,10,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,5
650,Affengruber,2,4.0,4.5,8.0,10,a,100.0,0.0,2.2,18.6,3.3,0.0,0.0,0.0,0.0,90,23,8,4.0,1,5
240,Iroegbunam,3,0.2,5.0,0.5,11,a,100.0,0.0,0.3,3.0,0.2,0.0,0.0,0.0,0.0,25,4,0,3.0,1,5
273,Phillips,1,0.0,4.0,0.0,11,a,100.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
274,Butland,1,0.0,4.5,0.0,11,i,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
275,Cartwright,1,0.0,4.0,0.0,11,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
276,Lo-Tutala,1,0.0,4.0,0.0,11,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
277,Egan,2,6.2,4.1,6.2,11,a,100.0,7.0,10.7,96.8,1.1,8.0,0.04,0.0,0.04,360,69,2,3.0,1,5
278,Hughes,2,0.0,3.9,0.0,11,i,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
279,Ajayi,2,6.5,4.2,6.5,11,a,100.0,14.0,12.0,76.2,3.0,41.0,0.65,0.0,0.65,333,74,1,3.0,1,5
280,Coyle,2,3.2,4.0,3.2,11,a,100.0,0.7,5.0,17.4,27.1,5.0,0.13,0.03,0.16,258,46,1,3.0,1,5
281,Drameh,2,0.5,4.0,1.0,11,u,0.0,0.0,0.8,6.4,0.4,1.0,0.05,0.0,0.05,65,8,0,3.0,1,5
282,Giles,2,6.0,4.0,6.0,11,a,100.0,2.8,17.1,70.6,93.7,6.0,0.02,0.35,0.37,354,95,4,3.0,1,5
283,Jacob,2,0.0,4.0,0.0,11,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
284,McCarthy,2,0.0,4.0,0.0,11,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
285,McNair,2,0.2,4.0,1.0,11,a,100.0,0.1,0.4,4.2,0.0,0.0,0.0,0.0,0.0,26,3,0,3.0,1,5
286,Belloumi,3,6.8,5.1,6.8,11,a,100.0,4.0,22.2,124.8,38.4,59.0,0.37,0.12,0.49,312,89,13,3.0,1,5
287,Millar,3,1.5,5.0,3.0,11,u,0.0,0.0,5.2,36.0,1.1,15.0,0.58,0.0,0.58,50,26,0,3.0,1,5
288,Dowell,3,0.0,4.5,0.0,11,a,100.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
289,Crooks,3,0.8,4.5,1.5,11,a,100.0,0.5,3.2,30.0,2.8,0.0,0.0,0.0,0.0,158,11,1,3.0,1,5
290,Slater,3,3.2,4.5,3.2,11,a,100.0,5.5,13.7,58.0,61.3,17.0,0.08,0.56,0.64,360,58,2,3.0,1,5
291,Matazo,3,0.0,4.5,0.0,11,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
292,Ömür,3,0.0,4.9,0.0,11,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
293,Kamara,3,0.0,5.0,0.0,11,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
294,Zambrano,3,0.0,4.5,0.0,11,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
295,McBurnie,4,3.0,5.5,3.0,11,a,100.0,2.0,19.4,44.2,56.5,94.0,0.87,0.11,0.98,351,47,4,3.0,1,5
296,Akintola,3,0.0,5.0,0.0,11,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
297,Gyabi,3,0.0,4.5,0.0,11,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
298,Destan,4,0.0,4.5,0.0,11,u,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
299,Burstow,4,0.0,4.5,0.0,11,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
340,Gelhardt,3,0.0,5.0,0.0,11,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
556,Targett,2,0.2,4.0,1.0,11,d,75.0,1.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,5,3,0,3.0,1,5
563,Morita,3,0.2,5.0,1.0,11,i,0.0,0.0,2.4,11.0,13.4,0.0,0.0,0.0,0.0,45,6,0,3.0,1,5
572,Tzolakis,1,7.0,4.6,7.0,11,a,100.0,11.2,10.2,101.8,0.0,0.0,0.0,0.0,0.0,360,113,2,3.0,1,5
574,Hjertø-Dahl,3,0.2,4.9,1.0,11,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4,0,3.0,1,5
576,Stroud,3,1.8,5.0,1.8,11,a,100.0,0.1,3.8,8.4,22.7,12.0,0.06,0.05,0.11,249,17,1,3.0,1,5
585,Herrington,2,1.0,4.0,1.0,11,a,100.0,0.6,2.0,19.2,0.7,0.0,0.0,0.01,0.01,107,8,1,3.0,1,5
586,Mendy,2,6.2,4.1,6.2,11,i,0.0,6.7,16.4,108.2,1.4,54.0,0.32,0.0,0.32,249,69,1,3.0,1,5
589,Gourna-Douath,3,0.8,5.0,1.5,11,a,100.0,0.0,4.9,26.2,22.5,0.0,0.0,0.02,0.02,126,13,0,3.0,1,5
617,Cho,3,1.0,5.0,1.0,11,a,100.0,0.0,6.8,10.6,18.8,38.0,0.52,0.16,0.68,45,11,1,3.0,1,5
632,Ansah,4,0.0,5.0,0.0,11,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
637,Vaz,4,0.5,5.0,1.0,11,a,100.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,8,3,1,3.0,1,5
638,Norton-Cuffy,2,0.5,4.0,0.5,11,a,100.0,0.3,1.2,2.2,0.6,9.0,0.05,0.0,0.05,34,3,0,3.0,1,5
642,Thomas,3,1.0,5.5,1.0,11,a,100.0,0.0,3.8,8.8,25.6,4.0,0.02,0.07,0.09,57,11,1,3.0,1,5
645,Mouzakitis,3,0.0,5.0,0.0,11,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
259,Diop,2,2.0,4.0,2.0,12,a,100.0,13.4,10.8,90.2,13.7,4.0,0.0,0.15,0.15,360,32,1,3.0,1,5
