id,web_name,element_type,form,now_cost,points_per_game,team,status,chance_of_playing_next_round,selected_by_percent,ict_index,influence,creativity,threat,expected_goals,expected_assists,expected_goal_involvements,minutes,bps,event_points,fdr_avg,fixture_count,gw
267,Lukić,3,2.2,5.0,2.2,12,a,100.0,0.1,13.2,61.4,64.4,6.0,0.02,0.16,0.18,328,54,1,3.0,1,5
300,Walton,1,0.0,4.4,0.0,12,a,100.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
301,Palmer,1,0.0,4.0,0.0,12,a,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
302,Button,1,0.0,4.0,0.0,12,a,100.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
303,Kipré,2,0.0,3.9,0.0,12,a,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
304,O'Shea,2,2.0,4.0,2.0,12,a,100.0,2.8,18.0,101.4,60.5,19.0,0.07,0.26,0.33,360,12,1,3.0,1,5
305,Davis,2,5.8,4.0,5.8,12,a,100.0,6.6,29.9,134.4,55.6,108.0,1.17,0.44,1.61,360,50,14,3.0,1,5
306,Greaves,2,0.8,4.0,0.8,12,a,100.0,1.1,9.0,68.6,16.9,4.0,0.0,0.06,0.06,357,12,1,3.0,1,5
307,Johnson,2,0.0,4.0,0.0,12,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
308,Furlong,2,0.2,3.9,1.0,12,a,100.0,0.5,0.6,5.0,0.5,0.0,0.0,0.0,0.0,17,-1,0,3.0,1,5
309,Núñez,3,1.5,4.9,3.0,12,a,100.0,0.1,5.0,24.6,19.4,6.0,0.03,0.05,0.08,140,32,0,3.0,1,5
310,Matusiwa,3,0.0,4.9,0.0,12,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
311,Burns,3,0.0,5.0,0.0,12,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
312,Taylor,3,0.0,4.5,0.0,12,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
313,Clarke,3,2.2,5.4,3.0,12,a,100.0,0.2,11.0,42.0,25.3,43.0,0.3,0.04,0.34,105,38,1,3.0,1,5
314,Ogbene,3,0.0,4.9,0.0,12,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
315,Fatawu,3,2.2,5.4,2.2,12,a,100.0,0.2,19.7,61.6,114.9,20.0,0.03,0.83,0.86,286,67,1,3.0,1,5
316,Emersonn,4,6.0,5.5,6.0,12,a,100.0,3.1,22.9,96.4,49.8,83.0,1.48,0.11,1.59,237,101,12,3.0,1,5
317,Hirst,4,0.0,5.0,0.0,12,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
318,Philogene,3,0.2,5.4,1.0,12,a,100.0,0.1,1.3,3.4,0.8,9.0,0.02,0.0,0.01,28,6,1,3.0,1,5
319,Szmodics,3,0.0,5.0,0.0,12,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
320,Akpom,4,1.5,5.0,3.0,12,a,100.0,1.2,5.5,34.6,1.7,19.0,0.97,0.0,0.97,69,33,0,3.0,1,5
321,Walle Egeli,4,0.2,4.5,1.0,12,a,100.0,3.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10,3,0,3.0,1,5
322,Al-Hamadi,4,0.0,5.0,0.0,12,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
323,McAteer,3,0.8,4.5,1.0,12,a,100.0,1.1,1.4,4.6,1.8,7.0,0.05,0.0,0.05,42,12,0,3.0,1,5
324,Mehmeti,3,0.0,4.9,0.0,12,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
554,Van Oevelen,1,0.0,4.5,0.0,12,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
562,Maeda,3,1.8,5.4,1.8,12,a,100.0,0.2,7.4,28.8,5.2,43.0,0.71,0.01,0.72,243,27,1,3.0,1,5
564,Scherpen,1,1.8,4.5,1.8,12,a,100.0,0.6,10.3,103.6,0.0,0.0,0.0,0.01,0.01,360,40,1,3.0,1,5
571,Florentino,3,0.2,4.9,1.0,12,a,100.0,0.1,3.2,9.0,21.3,2.0,0.0,0.01,0.01,13,8,1,3.0,1,5
591,Enciso,3,3.2,5.5,3.2,12,a,100.0,0.8,19.4,55.8,62.7,75.0,0.92,0.84,1.76,340,72,2,3.0,1,5
592,Ouattara,2,1.0,4.0,1.0,12,a,100.0,0.9,3.6,11.6,24.8,0.0,0.0,0.02,0.02,41,12,1,3.0,1,5
602,Humphreys,3,0.0,4.5,0.0,12,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
619,Palacios,3,3.0,5.0,3.0,12,a,100.0,0.1,9.0,45.4,40.4,4.0,0.0,0.07,0.07,195,49,4,3.0,1,5
640,Flemming,4,3.0,5.5,3.0,12,a,100.0,0.1,9.1,38.2,1.8,51.0,0.54,0.01,0.55,51,36,5,3.0,1,5
260,Wilson,3,1.2,6.2,1.2,13,a,100.0,2.3,8.5,19.2,52.4,12.0,0.01,0.09,0.1,145,19,1,3.0,1,5
326,Perri,1,0.0,4.5,0.0,13,u,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
327,Bijol,2,3.0,5.0,4.0,13,a,100.0,0.7,5.4,38.2,0.6,15.0,0.11,0.0,0.11,164,29,0,3.0,1,5
329,Rodon,2,1.8,4.4,3.5,13,i,0.0,0.9,4.5,23.0,14.7,7.0,0.03,0.06,0.09,123,25,0,3.0,1,5
330,Bogle,2,9.2,4.6,9.2,13,a,100.0,5.3,24.9,108.8,32.6,108.0,1.31,0.08,1.39,299,108,15,3.0,1,5
331,Gudmundsson,2,2.0,4.5,4.0,13,a,100.0,0.1,3.9,22.6,9.8,6.0,0.0,0.18,0.18,162,35,6,3.0,1,5
332,Justin,2,4.5,4.5,4.5,13,a,100.0,1.5,16.1,84.4,41.2,36.0,0.17,0.3,0.47,360,60,2,3.0,1,5
333,Bornauw,2,0.0,4.5,0.0,13,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
334,Muharemović,2,5.2,5.0,5.2,13,a,100.0,4.3,16.9,133.4,12.7,23.0,0.09,0.04,0.13,360,79,7,3.0,1,5
335,Stach,3,5.5,6.0,5.5,13,a,100.0,2.7,22.7,99.8,76.2,51.0,0.92,0.23,1.15,357,73,3,3.0,1,5
336,Okafor,3,3.8,5.8,3.8,13,a,100.0,0.4,13.6,59.2,39.9,37.0,0.15,0.26,0.41,224,65,9,3.0,1,5
337,Aaronson,3,1.5,5.4,1.5,13,a,100.0,0.5,2.3,10.4,3.0,9.0,0.01,0.02,0.03,172,31,1,3.0,1,5
338,Ampadu,3,4.0,5.4,4.0,13,a,100.0,1.0,11.8,69.8,42.9,5.0,0.08,0.16,0.24,360,68,7,3.0,1,5
339,Longstaff,3,0.5,4.9,1.0,13,a,100.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,10,7,1,3.0,1,5
341,Gnonto,3,0.0,5.0,0.0,13,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
342,Harrison,3,0.0,5.0,0.0,13,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
343,James,3,0.5,4.9,1.0,13,a,100.0,0.1,1.4,0.0,1.1,15.0,0.35,0.01,0.36,29,6,1,3.0,1,5
344,Gruev,3,0.0,5.0,0.0,13,d,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
345,Tanaka,3,3.0,4.9,4.0,13,a,100.0,0.3,8.2,50.0,17.1,15.0,0.59,0.05,0.64,188,48,6,3.0,1,5
346,Calvert-Lewin,4,5.0,6.0,5.0,13,a,100.0,24.8,25.1,93.8,28.3,134.0,2.48,0.08,2.56,329,66,10,3.0,1,5
347,Nmecha,4,1.5,5.4,2.0,13,a,100.0,0.5,5.5,18.4,22.4,15.0,0.27,0.15,0.42,50,24,1,3.0,1,5
348,Piroe,4,0.0,5.0,0.0,13,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
349,Mateo Joseph,4,0.0,4.5,0.0,13,i,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
385,Trafford,1,4.5,5.0,4.5,13,a,100.0,5.5,12.1,120.8,0.0,0.0,0.0,0.0,0.0,360,83,3,3.0,1,5
598,Elvedi,2,1.8,4.5,2.3,13,a,100.0,0.0,10.8,62.2,23.1,22.0,0.05,0.57,0.62,236,29,2,3.0,1,5
603,Lienou,2,0.0,4.0,0.0,13,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
604,Cresswell,3,0.0,4.5,0.0,13,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
625,Cairns,1,0.0,4.0,0.0,13,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
629,Zetterer,1,0.0,4.0,0.0,13,a,100.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
641,Bard,2,0.5,4.5,1.0,13,a,100.0,0.0,1.5,4.4,10.3,0.0,0.0,0.0,0.0,18,1,1,3.0,1,5
648,Bahoya,3,0.0,5.0,0.0,13,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
350,A.Becker,1,4.8,5.5,4.8,14,a,100.0,3.9,7.7,76.8,0.0,0.0,0.0,0.0,0.0,360,66,9,3.0,1,5
351,Mamardashvili,1,0.0,4.9,0.0,14,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
352,Woodman,1,0.0,4.0,0.0,14,a,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
353,Pecsi,1,0.0,4.0,0.0,14,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
354,Jaros,1,0.0,4.0,0.0,14,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
355,Davies,1,0.0,4.0,0.0,14,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
356,Virgil,2,4.2,6.5,4.2,14,a,100.0,16.5,14.6,99.2,20.5,26.0,0.25,0.07,0.32,360,70,8,3.0,1,5
357,Frimpong,2,0.5,5.3,0.7,14,a,100.0,1.9,13.2,39.4,76.5,16.0,0.01,0.23,0.24,178,24,1,3.0,1,5
358,Kerkez,2,1.8,5.4,1.8,14,a,100.0,2.3,12.3,65.6,45.0,12.0,0.02,0.07,0.09,295,41,1,3.0,1,5
359,Gomez,2,0.0,4.9,0.0,14,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
360,Bradley,2,0.0,5.0,0.0,14,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
361,Lucky,2,0.0,4.0,0.0,14,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
362,Jacquet,2,4.5,5.0,4.5,14,a,100.0,3.2,13.3,86.2,42.8,4.0,0.0,0.12,0.12,325,86,9,3.0,1,5
363,Leoni,2,0.0,4.0,0.0,14,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
364,Tsimikas,2,0.5,4.9,1.0,14,a,100.0,0.1,1.8,6.4,2.9,9.0,0.04,0.02,0.06,64,6,1,3.0,1,5
365,Ramsay,2,0.0,4.0,0.0,14,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
366,Wirtz,3,3.0,7.3,3.0,14,a,100.0,6.4,24.5,51.8,108.0,85.0,0.78,0.35,1.13,332,67,3,3.0,1,5
367,Gakpo,3,7.2,7.2,7.2,14,a,100.0,12.5,28.6,117.6,105.8,63.0,0.44,1.22,1.66,280,100,1,3.0,1,5
368,Szoboszlai,3,4.5,7.0,4.5,14,a,100.0,34.9,33.6,107.2,173.4,55.0,1.29,0.8,2.09,360,98,3,3.0,1,5
369,Ngumoha,3,1.0,5.8,1.3,14,a,100.0,0.5,2.1,4.4,8.1,11.0,0.15,0.05,0.2,99,13,1,3.0,1,5
370,Chiesa,3,0.0,5.4,0.0,14,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
371,Gravenberch,3,2.0,5.9,2.0,14,a,100.0,1.2,9.8,50.6,41.2,6.0,0.1,0.07,0.17,181,48,1,3.0,1,5
372,Mac Allister,3,1.5,5.4,1.5,14,a,100.0,1.3,11.0,44.2,44.3,22.0,0.1,0.44,0.54,216,40,1,3.0,1,5
373,C.Jones,3,0.0,5.5,0.0,14,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
374,Endo,3,0.0,4.9,0.0,14,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
375,Nyoni,3,0.5,4.9,1.0,14,a,100.0,0.0,0.9,6.6,2.3,0.0,0.0,0.0,0.0,19,6,0,3.0,1,5
376,Bajcetic,3,0.0,5.0,0.0,14,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
377,Munoz,3,3.5,6.5,3.5,14,a,100.0,1.0,16.8,50.4,31.4,86.0,0.52,0.25,0.77,239,53,1,3.0,1,5
378,McConnell,3,0.0,4.4,0.0,14,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
379,Isak,4,6.2,9.1,6.2,14,a,100.0,21.8,32.3,113.6,34.1,176.0,2.79,0.06,2.85,333,102,2,3.0,1,5
380,Ekitiké,4,0.0,7.4,0.0,14,i,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
381,Koumas,3,0.5,5.0,1.0,14,a,100.0,0.0,0.9,1.2,0.5,7.0,0.03,0.0,0.03,13,7,0,3.0,1,5
382,Danns,4,0.0,4.5,0.0,14,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
383,Elliott,3,0.0,5.4,0.0,14,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
579,Araujo,2,3.8,5.4,3.8,14,a,100.0,2.9,6.0,48.8,7.7,4.0,0.0,0.05,0.05,194,53,6,3.0,1,5
627,Barcola,3,2.0,8.0,2.0,14,a,100.0,1.9,4.3,8.6,24.1,10.0,0.21,0.1,0.31,97,14,3,3.0,1,5
155,Enzo,3,1.5,6.9,2.0,15,a,100.0,3.4,10.8,24.0,51.6,33.0,0.31,0.27,0.58,181,40,2,2.0,1,5
237,Ndiaye,3,4.2,5.9,4.2,15,a,100.0,7.5,21.5,70.2,74.0,70.0,0.28,0.44,0.72,311,79,1,2.0,1,5
384,Donnarumma,1,4.2,5.5,4.2,15,a,100.0,7.8,8.2,81.0,0.0,0.0,0.0,0.0,0.0,360,75,7,2.0,1,5
386,Bettinelli,1,0.0,4.5,0.0,15,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
387,O'Reilly,2,1.2,6.4,1.7,15,a,100.0,11.9,6.7,12.4,38.7,16.0,0.09,0.43,0.52,158,19,1,2.0,1,5
388,Guéhi,2,6.5,6.0,6.5,15,a,100.0,18.5,18.8,113.2,43.5,32.0,0.89,0.38,1.27,360,101,6,2.0,1,5
389,Matheus N.,2,2.5,5.9,5.0,15,a,100.0,1.0,4.2,35.0,3.0,4.0,0.0,0.05,0.05,123,38,9,2.0,1,5
390,Rúben,2,4.0,5.5,4.0,15,a,100.0,1.9,17.5,89.4,47.0,39.0,0.09,0.74,0.83,360,79,6,2.0,1,5
391,Gvardiol,2,8.2,5.7,8.2,15,a,100.0,25.2,19.3,110.4,52.1,30.0,0.22,0.11,0.33,344,113,11,2.0,1,5
392,Aït-Nouri,2,0.0,5.3,0.0,15,a,100.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
393,Khusanov,2,2.2,5.4,3.0,15,a,100.0,1.4,6.8,51.6,12.6,4.0,0.0,0.06,0.06,268,53,0,2.0,1,5
394,Alleyne,2,0.0,5.0,0.0,15,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
395,Lewis,2,0.2,4.4,1.0,15,a,100.0,0.2,4.7,3.8,3.8,39.0,0.17,0.02,0.19,56,-1,0,2.0,1,5
396,Vitor Reis,2,0.2,4.5,1.0,15,a,100.0,0.0,0.2,1.2,0.9,0.0,0.0,0.0,0.0,1,3,0,2.0,1,5
397,Semenyo,3,4.0,8.4,4.0,15,a,100.0,15.0,26.2,59.8,113.9,88.0,0.17,0.99,1.16,360,82,3,2.0,1,5
398,Foden,3,2.2,6.9,2.2,15,s,0.0,2.4,22.3,57.6,122.3,45.0,1.61,0.88,2.49,217,52,-2,2.0,1,5
399,Cherki,3,6.5,7.8,6.5,15,a,100.0,28.1,36.0,123.0,155.4,81.0,0.59,1.41,2.0,218,115,1,2.0,1,5
400,Doku,3,0.0,7.4,0.0,15,i,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
402,Rodrigo,3,0.0,6.5,0.0,15,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
404,Reijnders,3,0.0,6.0,0.0,15,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
406,Kovačić,3,0.5,5.4,1.0,15,a,100.0,0.1,0.9,4.2,5.2,0.0,0.0,0.02,0.02,42,12,0,2.0,1,5
407,Echeverri,3,0.0,4.9,0.0,15,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
408,Phillips,3,0.0,5.0,0.0,15,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
409,Mukasa,3,0.0,4.5,0.0,15,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
410,Monga,3,0.0,4.9,0.0,15,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
411,Haaland,4,8.2,15.6,8.2,15,a,100.0,73.1,37.7,155.6,20.5,201.0,3.33,0.51,3.84,360,142,9,2.0,1,5
481,Anderson,3,3.2,6.3,3.2,15,a,100.0,4.2,16.5,74.0,72.4,18.0,0.09,0.65,0.74,323,80,5,2.0,1,5
587,Rulli,1,0.0,5.0,0.0,15,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
616,Bouaddi,3,0.7,5.5,1.0,15,a,100.0,0.2,1.8,13.0,4.8,0.0,0.0,0.12,0.12,22,8,0,2.0,1,5
621,McAidoo,3,0.7,4.5,1.0,15,a,100.0,0.1,0.8,5.2,0.5,3.0,0.1,0.0,0.1,11,8,0,2.0,1,5
622,Braithwaite,2,0.3,4.0,1.0,15,a,100.0,0.2,0.1,0.6,0.8,0.0,0.0,0.0,0.0,1,3,0,2.0,1,5
628,Allan,3,0.0,6.0,0.0,15,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
653,Samba,3,0.0,4.5,0.0,15,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
43,Tielemans,3,2.5,5.8,2.5,16,a,100.0,1.6,19.7,69.0,90.3,37.0,0.56,0.32,0.88,312,71,2,3.0,1,5
131,Baleba,3,0.0,4.9,0.0,16,i,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
162,Andrey Santos,3,1.0,4.8,1.3,16,a,100.0,0.6,3.9,24.8,5.5,8.0,0.0,0.24,0.24,82,23,0,3.0,1,5
325,Darlow,1,0.0,4.5,0.0,16,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
412,Lammens,1,1.8,4.9,1.8,16,a,100.0,10.4,8.6,85.6,0.0,0.0,0.0,0.0,0.0,360,36,2,3.0,1,5
413,Bayindir,1,0.0,4.5,0.0,16,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
414,Heaton,1,0.0,4.0,0.0,16,i,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
415,Dorgu,3,1.5,5.8,1.5,16,a,100.0,0.6,11.5,30.8,32.9,61.0,0.65,0.08,0.73,165,15,4,3.0,1,5
416,De Ligt,2,0.0,5.0,0.0,16,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
417,Dalot,2,1.5,4.9,1.5,16,a,100.0,1.7,17.1,35.0,92.7,42.0,0.18,0.18,0.36,256,35,2,3.0,1,5
418,Maguire,2,2.0,4.9,2.0,16,a,100.0,9.6,14.0,68.8,33.0,38.0,0.19,0.43,0.62,360,33,1,3.0,1,5
419,Martinez,2,1.5,5.0,2.0,16,a,100.0,1.3,7.0,54.0,5.5,10.0,0.06,0.14,0.2,270,23,2,3.0,1,5
420,Yoro,2,0.5,4.9,1.0,16,a,100.0,0.5,1.3,7.8,2.4,2.0,0.0,0.02,0.02,22,-1,0,3.0,1,5
421,Heaven,2,0.2,4.4,1.0,16,a,100.0,0.3,2.0,6.8,2.6,11.0,0.12,0.04,0.16,90,5,0,3.0,1,5
422,Mazraoui,2,0.8,4.4,1.0,16,a,100.0,0.5,6.4,21.0,31.2,11.0,0.22,0.06,0.28,97,6,0,3.0,1,5
423,Shaw,2,1.8,4.4,2.3,16,d,75.0,9.2,18.4,86.0,85.6,13.0,0.02,0.51,0.53,252,47,0,3.0,1,5
424,Amass,2,0.0,4.0,0.0,16,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
425,Fredricson,2,0.0,4.0,0.0,16,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
426,B.Fernandes,3,7.2,12.0,7.2,16,a,100.0,40.6,46.0,173.0,182.9,104.0,2.28,1.13,3.41,360,133,2,3.0,1,5
427,Mbeumo,3,5.8,7.9,5.8,16,a,100.0,22.0,35.1,106.2,117.9,126.0,2.8,0.55,3.35,360,87,2,3.0,1,5
428,Cunha,3,4.0,7.9,4.0,16,a,100.0,5.9,19.6,30.6,76.3,88.0,0.58,0.44,1.02,317,63,2,3.0,1,5
429,Rashford,3,2.0,7.0,2.0,16,a,100.0,1.6,24.5,36.8,109.5,99.0,0.38,0.29,0.67,275,43,2,3.0,1,5
430,Mount,3,0.0,5.4,0.0,16,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
431,Amad,3,0.0,5.7,0.0,16,i,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
432,Mainoo,3,4.5,5.5,4.5,16,a,100.0,1.6,15.5,72.0,71.4,12.0,0.24,0.42,0.66,275,84,4,3.0,1,5
433,Ugarte,3,0.0,5.0,0.0,16,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
434,J.Fletcher,3,0.0,4.9,0.0,16,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
435,Lacey,3,0.2,4.9,1.0,16,a,100.0,0.1,0.1,0.2,0.6,0.0,0.0,0.0,0.0,10,3,0,3.0,1,5
436,Collyer,3,0.0,5.0,0.0,16,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
437,Bendito Mantato,3,0.0,4.5,0.0,16,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
438,Fletcher,3,0.0,4.4,0.0,16,a,100.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
439,Šeško,4,2.0,7.0,2.0,16,a,100.0,1.8,8.2,34.6,11.9,36.0,0.39,0.01,0.4,76,39,1,3.0,1,5
440,Zirkzee,4,0.2,5.4,1.0,16,a,100.0,0.4,0.9,4.4,4.8,0.0,0.0,0.01,0.01,7,4,1,3.0,1,5
441,Obi,4,0.0,4.5,0.0,16,u,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,5
405,N.Gonzalez,3,1.2,5.5,1.7,17,i,0.0,0.2,5.8,13.4,42.0,2.0,0.0,0.21,0.21,164,23,1,2.0,1,5
442,Pope,1,0.0,4.9,0.0,17,a,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
443,Gillespie,1,0.0,4.5,0.0,17,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
444,Jaouen,1,0.0,4.5,0.0,17,d,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
445,Thiaw,2,2.5,5.0,2.5,17,a,100.0,2.2,9.2,74.8,14.9,2.0,0.0,0.07,0.07,360,19,2,2.0,1,5
446,Schär,2,0.2,4.9,1.0,17,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1,0,2.0,1,5
447,Botman,2,2.8,5.0,2.8,17,a,100.0,0.7,11.1,100.8,3.3,6.0,0.01,0.17,0.18,360,31,2,2.0,1,5
448,Burn,2,0.0,4.9,0.0,17,i,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
449,Hall,2,4.5,5.2,4.5,17,a,100.0,14.6,18.3,110.0,59.8,14.0,0.06,0.68,0.74,359,89,0,2.0,1,5
450,Livramento,2,1.0,4.9,2.0,17,a,100.0,0.1,1.3,5.0,3.8,4.0,0.0,0.01,0.01,33,12,3,2.0,1,5
451,A.Murphy,2,0.0,4.0,0.0,17,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,5
453,Barnes,3,4.8,6.0,4.8,17,a,100.0,3.9,17.1,57.6,44.1,69.0,0.51,0.37,0.88,360,71,2,2.0,1,5
454,Elanga,3,4.5,6.2,6.0,17,i,0.0,7.2,19.4,82.6,50.6,61.0,0.42,0.34,0.76,232,71,0,2.0,1,5
456,J.Ramsey,3,1.8,4.9,2.3,17,i,0.0,0.3,6.7,40.4,6.3,21.0,0.17,0.16,0.33,69,26,0,2.0,1,5
